Year,District,Code,Location,type_of_crime,total
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,Arson,11
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,Damage,671
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,Graffiti,114
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,Drugs,749
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,Local,1646
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Robbery,114
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Street_robbery,60
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Injury,792
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Agg_assault,231
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Threat,237
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Theft,6237
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Car,130
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,From_car,708
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Bike,1155
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Burglary,204
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Fire,55
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Arson,31
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Damage,901
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Graffiti,187
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Drugs,284
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,Local,1947
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Robbery,125
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Street_robbery,78
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Injury,559
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Agg_assault,234
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Threat,104
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Theft,3295
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Car,24
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,From_car,274
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Bike,359
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Burglary,63
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Fire,25
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Arson,7
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Damage,528
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Graffiti,162
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Drugs,608
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,Local,1024
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Robbery,137
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Street_robbery,90
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Injury,435
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Agg_assault,158
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Threat,90
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Theft,2537
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Car,30
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,From_car,248
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Bike,360
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Burglary,61
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Fire,29
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Arson,9
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Damage,532
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Graffiti,190
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Drugs,1078
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,Local,935
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Robbery,31
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Street_robbery,15
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Injury,223
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Agg_assault,51
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Threat,58
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Theft,1568
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Car,67
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,From_car,213
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Bike,265
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Burglary,78
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Fire,17
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Arson,10
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Damage,298
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Graffiti,71
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Drugs,28
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,Local,821
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Robbery,108
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Street_robbery,72
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Injury,524
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Agg_assault,161
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Threat,95
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Theft,3281
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Car,47
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,From_car,236
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Bike,411
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Burglary,61
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Fire,15
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Arson,4
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Damage,454
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Graffiti,123
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Drugs,421
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,Local,1333
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Robbery,30
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Street_robbery,12
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Injury,308
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Agg_assault,84
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Threat,97
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Theft,2150
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Car,34
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,From_car,195
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Bike,508
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Burglary,63
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Fire,54
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Arson,15
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Damage,618
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Graffiti,128
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Drugs,143
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,Local,1054
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Robbery,129
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Street_robbery,69
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Injury,899
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Agg_assault,249
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Threat,158
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Theft,4589
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Car,56
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,From_car,309
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Bike,810
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Burglary,108
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Fire,50
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Arson,23
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Damage,1164
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Graffiti,416
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Drugs,956
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,Local,2271
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Robbery,81
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Street_robbery,64
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Injury,130
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Agg_assault,55
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Threat,46
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Theft,1476
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Car,20
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",From_car,197
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Bike,191
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Burglary,1
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Fire,5
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Arson,4
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Damage,128
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Graffiti,24
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Drugs,164
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",Local,337
2016,Pankow,30101,Buch,Robbery,11
2016,Pankow,30101,Buch,Street_robbery,5
2016,Pankow,30101,Buch,Injury,179
2016,Pankow,30101,Buch,Agg_assault,42
2016,Pankow,30101,Buch,Threat,77
2016,Pankow,30101,Buch,Theft,948
2016,Pankow,30101,Buch,Car,26
2016,Pankow,30101,Buch,From_car,144
2016,Pankow,30101,Buch,Bike,107
2016,Pankow,30101,Buch,Burglary,51
2016,Pankow,30101,Buch,Fire,28
2016,Pankow,30101,Buch,Arson,13
2016,Pankow,30101,Buch,Damage,191
2016,Pankow,30101,Buch,Graffiti,19
2016,Pankow,30101,Buch,Drugs,26
2016,Pankow,30101,Buch,Local,397
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Robbery,7
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Street_robbery,0
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Injury,151
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Agg_assault,27
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Threat,61
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Theft,784
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Car,25
2016,Pankow,30202,Blankenfelde/Niederschönhausen,From_car,139
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Bike,132
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Burglary,91
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Fire,15
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Arson,9
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Damage,174
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Graffiti,35
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Drugs,27
2016,Pankow,30202,Blankenfelde/Niederschönhausen,Local,373
2016,Pankow,30203,Buchholz,Robbery,1
2016,Pankow,30203,Buchholz,Street_robbery,0
2016,Pankow,30203,Buchholz,Injury,43
2016,Pankow,30203,Buchholz,Agg_assault,5
2016,Pankow,30203,Buchholz,Threat,41
2016,Pankow,30203,Buchholz,Theft,460
2016,Pankow,30203,Buchholz,Car,28
2016,Pankow,30203,Buchholz,From_car,96
2016,Pankow,30203,Buchholz,Bike,38
2016,Pankow,30203,Buchholz,Burglary,53
2016,Pankow,30203,Buchholz,Fire,3
2016,Pankow,30203,Buchholz,Arson,1
2016,Pankow,30203,Buchholz,Damage,100
2016,Pankow,30203,Buchholz,Graffiti,32
2016,Pankow,30203,Buchholz,Drugs,9
2016,Pankow,30203,Buchholz,Local,141
2016,Pankow,30304,Karow,Robbery,5
2016,Pankow,30304,Karow,Street_robbery,2
2016,Pankow,30304,Karow,Injury,71
2016,Pankow,30304,Karow,Agg_assault,12
2016,Pankow,30304,Karow,Threat,23
2016,Pankow,30304,Karow,Theft,379
2016,Pankow,30304,Karow,Car,9
2016,Pankow,30304,Karow,From_car,74
2016,Pankow,30304,Karow,Bike,88
2016,Pankow,30304,Karow,Burglary,72
2016,Pankow,30304,Karow,Fire,14
2016,Pankow,30304,Karow,Arson,5
2016,Pankow,30304,Karow,Damage,82
2016,Pankow,30304,Karow,Graffiti,15
2016,Pankow,30304,Karow,Drugs,12
2016,Pankow,30304,Karow,Local,140
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Robbery,4
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Street_robbery,3
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Injury,64
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Agg_assault,17
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Threat,35
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Theft,813
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Car,19
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,From_car,111
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Bike,101
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Burglary,76
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Fire,14
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Arson,5
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Damage,94
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Graffiti,12
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Drugs,6
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,Local,160
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Robbery,8
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Street_robbery,3
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Injury,72
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Agg_assault,14
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Threat,25
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Theft,519
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Car,16
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,From_car,110
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Bike,75
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Burglary,64
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Fire,7
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Arson,5
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Damage,94
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Graffiti,20
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Drugs,8
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Local,186
2016,Pankow,30406,Pankow Zentrum,Robbery,23
2016,Pankow,30406,Pankow Zentrum,Street_robbery,14
2016,Pankow,30406,Pankow Zentrum,Injury,240
2016,Pankow,30406,Pankow Zentrum,Agg_assault,43
2016,Pankow,30406,Pankow Zentrum,Threat,96
2016,Pankow,30406,Pankow Zentrum,Theft,2104
2016,Pankow,30406,Pankow Zentrum,Car,49
2016,Pankow,30406,Pankow Zentrum,From_car,210
2016,Pankow,30406,Pankow Zentrum,Bike,522
2016,Pankow,30406,Pankow Zentrum,Burglary,106
2016,Pankow,30406,Pankow Zentrum,Fire,15
2016,Pankow,30406,Pankow Zentrum,Arson,7
2016,Pankow,30406,Pankow Zentrum,Damage,309
2016,Pankow,30406,Pankow Zentrum,Graffiti,111
2016,Pankow,30406,Pankow Zentrum,Drugs,36
2016,Pankow,30406,Pankow Zentrum,Local,715
2016,Pankow,30408,Pankow Süd,Robbery,20
2016,Pankow,30408,Pankow Süd,Street_robbery,12
2016,Pankow,30408,Pankow Süd,Injury,176
2016,Pankow,30408,Pankow Süd,Agg_assault,32
2016,Pankow,30408,Pankow Süd,Threat,68
2016,Pankow,30408,Pankow Süd,Theft,1384
2016,Pankow,30408,Pankow Süd,Car,42
2016,Pankow,30408,Pankow Süd,From_car,239
2016,Pankow,30408,Pankow Süd,Bike,386
2016,Pankow,30408,Pankow Süd,Burglary,60
2016,Pankow,30408,Pankow Süd,Fire,15
2016,Pankow,30408,Pankow Süd,Arson,5
2016,Pankow,30408,Pankow Süd,Damage,323
2016,Pankow,30408,Pankow Süd,Graffiti,78
2016,Pankow,30408,Pankow Süd,Drugs,39
2016,Pankow,30408,Pankow Süd,Local,672
2016,Pankow,30509,Weißensee,Robbery,32
2016,Pankow,30509,Weißensee,Street_robbery,22
2016,Pankow,30509,Weißensee,Injury,330
2016,Pankow,30509,Weißensee,Agg_assault,72
2016,Pankow,30509,Weißensee,Threat,123
2016,Pankow,30509,Weißensee,Theft,1954
2016,Pankow,30509,Weißensee,Car,63
2016,Pankow,30509,Weißensee,From_car,184
2016,Pankow,30509,Weißensee,Bike,313
2016,Pankow,30509,Weißensee,Burglary,72
2016,Pankow,30509,Weißensee,Fire,32
2016,Pankow,30509,Weißensee,Arson,13
2016,Pankow,30509,Weißensee,Damage,428
2016,Pankow,30509,Weißensee,Graffiti,112
2016,Pankow,30509,Weißensee,Drugs,57
2016,Pankow,30509,Weißensee,Local,947
2016,Pankow,30510,Weißensee Ost,Robbery,9
2016,Pankow,30510,Weißensee Ost,Street_robbery,1
2016,Pankow,30510,Weißensee Ost,Injury,119
2016,Pankow,30510,Weißensee Ost,Agg_assault,18
2016,Pankow,30510,Weißensee Ost,Threat,46
2016,Pankow,30510,Weißensee Ost,Theft,667
2016,Pankow,30510,Weißensee Ost,Car,31
2016,Pankow,30510,Weißensee Ost,From_car,122
2016,Pankow,30510,Weißensee Ost,Bike,76
2016,Pankow,30510,Weißensee Ost,Burglary,37
2016,Pankow,30510,Weißensee Ost,Fire,15
2016,Pankow,30510,Weißensee Ost,Arson,7
2016,Pankow,30510,Weißensee Ost,Damage,181
2016,Pankow,30510,Weißensee Ost,Graffiti,50
2016,Pankow,30510,Weißensee Ost,Drugs,33
2016,Pankow,30510,Weißensee Ost,Local,358
2016,Pankow,30611,Prenzlauer Berg Nordwest,Robbery,33
2016,Pankow,30611,Prenzlauer Berg Nordwest,Street_robbery,19
2016,Pankow,30611,Prenzlauer Berg Nordwest,Injury,229
2016,Pankow,30611,Prenzlauer Berg Nordwest,Agg_assault,59
2016,Pankow,30611,Prenzlauer Berg Nordwest,Threat,82
2016,Pankow,30611,Prenzlauer Berg Nordwest,Theft,2404
2016,Pankow,30611,Prenzlauer Berg Nordwest,Car,65
2016,Pankow,30611,Prenzlauer Berg Nordwest,From_car,204
2016,Pankow,30611,Prenzlauer Berg Nordwest,Bike,488
2016,Pankow,30611,Prenzlauer Berg Nordwest,Burglary,87
2016,Pankow,30611,Prenzlauer Berg Nordwest,Fire,11
2016,Pankow,30611,Prenzlauer Berg Nordwest,Arson,3
2016,Pankow,30611,Prenzlauer Berg Nordwest,Damage,333
2016,Pankow,30611,Prenzlauer Berg Nordwest,Graffiti,107
2016,Pankow,30611,Prenzlauer Berg Nordwest,Drugs,83
2016,Pankow,30611,Prenzlauer Berg Nordwest,Local,1138
2016,Pankow,30612,Prenzlauer Berg Nord,Robbery,26
2016,Pankow,30612,Prenzlauer Berg Nord,Street_robbery,10
2016,Pankow,30612,Prenzlauer Berg Nord,Injury,158
2016,Pankow,30612,Prenzlauer Berg Nord,Agg_assault,37
2016,Pankow,30612,Prenzlauer Berg Nord,Threat,63
2016,Pankow,30612,Prenzlauer Berg Nord,Theft,2142
2016,Pankow,30612,Prenzlauer Berg Nord,Car,55
2016,Pankow,30612,Prenzlauer Berg Nord,From_car,204
2016,Pankow,30612,Prenzlauer Berg Nord,Bike,557
2016,Pankow,30612,Prenzlauer Berg Nord,Burglary,71
2016,Pankow,30612,Prenzlauer Berg Nord,Fire,16
2016,Pankow,30612,Prenzlauer Berg Nord,Arson,8
2016,Pankow,30612,Prenzlauer Berg Nord,Damage,332
2016,Pankow,30612,Prenzlauer Berg Nord,Graffiti,86
2016,Pankow,30612,Prenzlauer Berg Nord,Drugs,35
2016,Pankow,30612,Prenzlauer Berg Nord,Local,763
2016,Pankow,30613,Helmholtzplatz,Robbery,21
2016,Pankow,30613,Helmholtzplatz,Street_robbery,7
2016,Pankow,30613,Helmholtzplatz,Injury,155
2016,Pankow,30613,Helmholtzplatz,Agg_assault,31
2016,Pankow,30613,Helmholtzplatz,Threat,57
2016,Pankow,30613,Helmholtzplatz,Theft,1546
2016,Pankow,30613,Helmholtzplatz,Car,28
2016,Pankow,30613,Helmholtzplatz,From_car,96
2016,Pankow,30613,Helmholtzplatz,Bike,352
2016,Pankow,30613,Helmholtzplatz,Burglary,71
2016,Pankow,30613,Helmholtzplatz,Fire,10
2016,Pankow,30613,Helmholtzplatz,Arson,3
2016,Pankow,30613,Helmholtzplatz,Damage,262
2016,Pankow,30613,Helmholtzplatz,Graffiti,86
2016,Pankow,30613,Helmholtzplatz,Drugs,45
2016,Pankow,30613,Helmholtzplatz,Local,723
2016,Pankow,30614,Prenzlauer Berg Ost,Robbery,37
2016,Pankow,30614,Prenzlauer Berg Ost,Street_robbery,21
2016,Pankow,30614,Prenzlauer Berg Ost,Injury,293
2016,Pankow,30614,Prenzlauer Berg Ost,Agg_assault,71
2016,Pankow,30614,Prenzlauer Berg Ost,Threat,78
2016,Pankow,30614,Prenzlauer Berg Ost,Theft,2608
2016,Pankow,30614,Prenzlauer Berg Ost,Car,65
2016,Pankow,30614,Prenzlauer Berg Ost,From_car,359
2016,Pankow,30614,Prenzlauer Berg Ost,Bike,447
2016,Pankow,30614,Prenzlauer Berg Ost,Burglary,110
2016,Pankow,30614,Prenzlauer Berg Ost,Fire,22
2016,Pankow,30614,Prenzlauer Berg Ost,Arson,4
2016,Pankow,30614,Prenzlauer Berg Ost,Damage,562
2016,Pankow,30614,Prenzlauer Berg Ost,Graffiti,259
2016,Pankow,30614,Prenzlauer Berg Ost,Drugs,61
2016,Pankow,30614,Prenzlauer Berg Ost,Local,732
2016,Pankow,30715,Prenzlauer Berg Südwest,Robbery,25
2016,Pankow,30715,Prenzlauer Berg Südwest,Street_robbery,9
2016,Pankow,30715,Prenzlauer Berg Südwest,Injury,327
2016,Pankow,30715,Prenzlauer Berg Südwest,Agg_assault,93
2016,Pankow,30715,Prenzlauer Berg Südwest,Threat,89
2016,Pankow,30715,Prenzlauer Berg Südwest,Theft,2569
2016,Pankow,30715,Prenzlauer Berg Südwest,Car,66
2016,Pankow,30715,Prenzlauer Berg Südwest,From_car,233
2016,Pankow,30715,Prenzlauer Berg Südwest,Bike,535
2016,Pankow,30715,Prenzlauer Berg Südwest,Burglary,114
2016,Pankow,30715,Prenzlauer Berg Südwest,Fire,15
2016,Pankow,30715,Prenzlauer Berg Südwest,Arson,5
2016,Pankow,30715,Prenzlauer Berg Südwest,Damage,372
2016,Pankow,30715,Prenzlauer Berg Südwest,Graffiti,158
2016,Pankow,30715,Prenzlauer Berg Südwest,Drugs,28
2016,Pankow,30715,Prenzlauer Berg Südwest,Local,993
2016,Pankow,30716,Prenzlauer Berg Süd,Robbery,19
2016,Pankow,30716,Prenzlauer Berg Süd,Street_robbery,8
2016,Pankow,30716,Prenzlauer Berg Süd,Injury,157
2016,Pankow,30716,Prenzlauer Berg Süd,Agg_assault,33
2016,Pankow,30716,Prenzlauer Berg Süd,Threat,44
2016,Pankow,30716,Prenzlauer Berg Süd,Theft,1730
2016,Pankow,30716,Prenzlauer Berg Süd,Car,85
2016,Pankow,30716,Prenzlauer Berg Süd,From_car,271
2016,Pankow,30716,Prenzlauer Berg Süd,Bike,442
2016,Pankow,30716,Prenzlauer Berg Süd,Burglary,97
2016,Pankow,30716,Prenzlauer Berg Süd,Fire,13
2016,Pankow,30716,Prenzlauer Berg Süd,Arson,4
2016,Pankow,30716,Prenzlauer Berg Süd,Damage,372
2016,Pankow,30716,Prenzlauer Berg Süd,Graffiti,117
2016,Pankow,30716,Prenzlauer Berg Süd,Drugs,39
2016,Pankow,30716,Prenzlauer Berg Süd,Local,739
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Robbery,35
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Street_robbery,27
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Injury,70
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Agg_assault,22
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Threat,27
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Theft,813
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Car,48
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",From_car,187
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Bike,176
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Burglary,0
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Fire,8
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Arson,2
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Damage,87
2016,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Graffiti,13
