Year,District,Code,Location,type_of_crime,total
2014,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Damage,376
2014,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Graffiti,93
2014,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Drugs,168
2014,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Local,1554
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Robbery,16
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Street_robbery,7
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Injury,124
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Agg_assault,33
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Threat,73
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Theft,1018
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Car,37
2014,Charlottenburg-Wilmersdorf,40310,Halensee,From_car,160
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Bike,107
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Burglary,84
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Fire,4
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Arson,2
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Damage,153
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Graffiti,36
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Drugs,35
2014,Charlottenburg-Wilmersdorf,40310,Halensee,Local,391
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Robbery,13
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Street_robbery,8
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Injury,82
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Agg_assault,21
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Threat,51
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Theft,931
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Car,63
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,From_car,300
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Bike,56
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Burglary,244
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Fire,7
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Arson,3
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Damage,124
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Graffiti,15
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Drugs,16
2014,Charlottenburg-Wilmersdorf,40411,Grunewald,Local,434
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Robbery,12
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Street_robbery,7
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Injury,85
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Agg_assault,14
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Threat,36
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Theft,607
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Car,23
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,From_car,131
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Bike,67
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Burglary,99
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Fire,4
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Arson,1
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Damage,67
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Graffiti,2
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Drugs,8
2014,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Local,256
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Robbery,7
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Street_robbery,5
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Injury,73
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Agg_assault,7
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Threat,31
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Theft,605
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Car,16
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,From_car,121
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Bike,183
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Burglary,74
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Fire,5
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Arson,2
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Damage,90
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Graffiti,20
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Drugs,16
2014,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Local,242
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Robbery,59
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Street_robbery,35
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Injury,219
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Agg_assault,35
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Threat,119
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Theft,1878
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Car,83
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,From_car,434
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Bike,239
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Burglary,170
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Fire,19
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Arson,5
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Damage,345
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Graffiti,95
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Drugs,69
2014,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Local,783
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Robbery,18
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Street_robbery,14
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Injury,108
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Agg_assault,22
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Threat,56
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Theft,854
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Car,19
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,From_car,209
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Bike,170
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Burglary,59
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Fire,3
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Arson,3
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Damage,108
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Graffiti,22
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Drugs,39
2014,Charlottenburg-Wilmersdorf,40515,Barstraße,Local,301
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Robbery,56
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Street_robbery,35
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Injury,261
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Agg_assault,51
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Threat,81
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Theft,1920
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Car,70
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,From_car,385
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Bike,400
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Burglary,165
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Fire,9
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Arson,4
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Damage,272
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Graffiti,67
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Drugs,51
2014,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,Local,722
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Robbery,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Street_robbery,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Injury,6
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Agg_assault,2
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Threat,3
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Theft,43
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Car,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,From_car,17
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Bike,3
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Burglary,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Fire,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Arson,0
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Damage,13
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Graffiti,1
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Drugs,3
2014,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,Local,11
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Robbery,41
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Street_robbery,31
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Injury,0
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Agg_assault,0
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Threat,50
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Theft,668
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Car,66
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",From_car,349
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Bike,102
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Burglary,0
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Fire,8
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Arson,2
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Damage,0
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Graffiti,0
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Drugs,75
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",Local,135
2014,Spandau,50101,Hakenfelde,Robbery,17
2014,Spandau,50101,Hakenfelde,Street_robbery,10
2014,Spandau,50101,Hakenfelde,Injury,156
2014,Spandau,50101,Hakenfelde,Agg_assault,42
2014,Spandau,50101,Hakenfelde,Threat,65
2014,Spandau,50101,Hakenfelde,Theft,705
2014,Spandau,50101,Hakenfelde,Car,33
2014,Spandau,50101,Hakenfelde,From_car,148
2014,Spandau,50101,Hakenfelde,Bike,63
2014,Spandau,50101,Hakenfelde,Burglary,36
2014,Spandau,50101,Hakenfelde,Fire,18
2014,Spandau,50101,Hakenfelde,Arson,7
2014,Spandau,50101,Hakenfelde,Damage,173
2014,Spandau,50101,Hakenfelde,Graffiti,9
2014,Spandau,50101,Hakenfelde,Drugs,32
2014,Spandau,50101,Hakenfelde,Local,376
2014,Spandau,50102,Falkenhagener Feld,Robbery,36
2014,Spandau,50102,Falkenhagener Feld,Street_robbery,14
2014,Spandau,50102,Falkenhagener Feld,Injury,420
2014,Spandau,50102,Falkenhagener Feld,Agg_assault,87
2014,Spandau,50102,Falkenhagener Feld,Threat,137
2014,Spandau,50102,Falkenhagener Feld,Theft,1202
2014,Spandau,50102,Falkenhagener Feld,Car,31
2014,Spandau,50102,Falkenhagener Feld,From_car,224
2014,Spandau,50102,Falkenhagener Feld,Bike,164
2014,Spandau,50102,Falkenhagener Feld,Burglary,98
2014,Spandau,50102,Falkenhagener Feld,Fire,29
2014,Spandau,50102,Falkenhagener Feld,Arson,10
2014,Spandau,50102,Falkenhagener Feld,Damage,357
2014,Spandau,50102,Falkenhagener Feld,Graffiti,33
2014,Spandau,50102,Falkenhagener Feld,Drugs,61
2014,Spandau,50102,Falkenhagener Feld,Local,991
2014,Spandau,50103,Spandau Mitte,Robbery,99
2014,Spandau,50103,Spandau Mitte,Street_robbery,67
2014,Spandau,50103,Spandau Mitte,Injury,674
2014,Spandau,50103,Spandau Mitte,Agg_assault,154
2014,Spandau,50103,Spandau Mitte,Threat,212
2014,Spandau,50103,Spandau Mitte,Theft,2815
2014,Spandau,50103,Spandau Mitte,Car,36
2014,Spandau,50103,Spandau Mitte,From_car,354
2014,Spandau,50103,Spandau Mitte,Bike,304
2014,Spandau,50103,Spandau Mitte,Burglary,55
2014,Spandau,50103,Spandau Mitte,Fire,26
2014,Spandau,50103,Spandau Mitte,Arson,10
2014,Spandau,50103,Spandau Mitte,Damage,546
2014,Spandau,50103,Spandau Mitte,Graffiti,83
2014,Spandau,50103,Spandau Mitte,Drugs,226
2014,Spandau,50103,Spandau Mitte,Local,1624
2014,Spandau,50204,Brunsbütteler Damm,Robbery,16
2014,Spandau,50204,Brunsbütteler Damm,Street_robbery,12
2014,Spandau,50204,Brunsbütteler Damm,Injury,132
2014,Spandau,50204,Brunsbütteler Damm,Agg_assault,35
2014,Spandau,50204,Brunsbütteler Damm,Threat,79
2014,Spandau,50204,Brunsbütteler Damm,Theft,780
2014,Spandau,50204,Brunsbütteler Damm,Car,36
2014,Spandau,50204,Brunsbütteler Damm,From_car,145
2014,Spandau,50204,Brunsbütteler Damm,Bike,64
2014,Spandau,50204,Brunsbütteler Damm,Burglary,75
2014,Spandau,50204,Brunsbütteler Damm,Fire,13
2014,Spandau,50204,Brunsbütteler Damm,Arson,4
2014,Spandau,50204,Brunsbütteler Damm,Damage,146
2014,Spandau,50204,Brunsbütteler Damm,Graffiti,14
2014,Spandau,50204,Brunsbütteler Damm,Drugs,24
2014,Spandau,50204,Brunsbütteler Damm,Local,350
2014,Spandau,50205,Heerstraße Nord,Robbery,34
2014,Spandau,50205,Heerstraße Nord,Street_robbery,24
2014,Spandau,50205,Heerstraße Nord,Injury,362
2014,Spandau,50205,Heerstraße Nord,Agg_assault,67
2014,Spandau,50205,Heerstraße Nord,Threat,127
2014,Spandau,50205,Heerstraße Nord,Theft,1028
2014,Spandau,50205,Heerstraße Nord,Car,34
2014,Spandau,50205,Heerstraße Nord,From_car,155
2014,Spandau,50205,Heerstraße Nord,Bike,99
2014,Spandau,50205,Heerstraße Nord,Burglary,71
2014,Spandau,50205,Heerstraße Nord,Fire,33
2014,Spandau,50205,Heerstraße Nord,Arson,10
2014,Spandau,50205,Heerstraße Nord,Damage,297
2014,Spandau,50205,Heerstraße Nord,Graffiti,20
2014,Spandau,50205,Heerstraße Nord,Drugs,30
2014,Spandau,50205,Heerstraße Nord,Local,858
2014,Spandau,50206,Wilhelmstadt,Robbery,64
2014,Spandau,50206,Wilhelmstadt,Street_robbery,27
2014,Spandau,50206,Wilhelmstadt,Injury,536
2014,Spandau,50206,Wilhelmstadt,Agg_assault,127
2014,Spandau,50206,Wilhelmstadt,Threat,190
2014,Spandau,50206,Wilhelmstadt,Theft,2215
2014,Spandau,50206,Wilhelmstadt,Car,33
2014,Spandau,50206,Wilhelmstadt,From_car,252
2014,Spandau,50206,Wilhelmstadt,Bike,240
2014,Spandau,50206,Wilhelmstadt,Burglary,95
2014,Spandau,50206,Wilhelmstadt,Fire,21
2014,Spandau,50206,Wilhelmstadt,Arson,12
2014,Spandau,50206,Wilhelmstadt,Damage,467
2014,Spandau,50206,Wilhelmstadt,Graffiti,83
2014,Spandau,50206,Wilhelmstadt,Drugs,92
2014,Spandau,50206,Wilhelmstadt,Local,1075
2014,Spandau,50307,Haselhorst,Robbery,19
2014,Spandau,50307,Haselhorst,Street_robbery,7
2014,Spandau,50307,Haselhorst,Injury,150
2014,Spandau,50307,Haselhorst,Agg_assault,33
2014,Spandau,50307,Haselhorst,Threat,49
2014,Spandau,50307,Haselhorst,Theft,859
2014,Spandau,50307,Haselhorst,Car,31
2014,Spandau,50307,Haselhorst,From_car,195
2014,Spandau,50307,Haselhorst,Bike,65
2014,Spandau,50307,Haselhorst,Burglary,31
2014,Spandau,50307,Haselhorst,Fire,17
2014,Spandau,50307,Haselhorst,Arson,8
2014,Spandau,50307,Haselhorst,Damage,167
2014,Spandau,50307,Haselhorst,Graffiti,17
2014,Spandau,50307,Haselhorst,Drugs,18
2014,Spandau,50307,Haselhorst,Local,351
2014,Spandau,50308,Siemensstadt,Robbery,24
2014,Spandau,50308,Siemensstadt,Street_robbery,7
2014,Spandau,50308,Siemensstadt,Injury,168
2014,Spandau,50308,Siemensstadt,Agg_assault,43
2014,Spandau,50308,Siemensstadt,Threat,60
2014,Spandau,50308,Siemensstadt,Theft,1015
2014,Spandau,50308,Siemensstadt,Car,38
2014,Spandau,50308,Siemensstadt,From_car,201
2014,Spandau,50308,Siemensstadt,Bike,102
2014,Spandau,50308,Siemensstadt,Burglary,31
2014,Spandau,50308,Siemensstadt,Fire,9
2014,Spandau,50308,Siemensstadt,Arson,5
2014,Spandau,50308,Siemensstadt,Damage,165
2014,Spandau,50308,Siemensstadt,Graffiti,45
2014,Spandau,50308,Siemensstadt,Drugs,15
2014,Spandau,50308,Siemensstadt,Local,464
2014,Spandau,50409,Gatow/Kladow,Robbery,7
2014,Spandau,50409,Gatow/Kladow,Street_robbery,4
2014,Spandau,50409,Gatow/Kladow,Injury,81
2014,Spandau,50409,Gatow/Kladow,Agg_assault,16
2014,Spandau,50409,Gatow/Kladow,Threat,31
2014,Spandau,50409,Gatow/Kladow,Theft,454
2014,Spandau,50409,Gatow/Kladow,Car,22
2014,Spandau,50409,Gatow/Kladow,From_car,95
2014,Spandau,50409,Gatow/Kladow,Bike,27
2014,Spandau,50409,Gatow/Kladow,Burglary,63
2014,Spandau,50409,Gatow/Kladow,Fire,6
2014,Spandau,50409,Gatow/Kladow,Arson,4
2014,Spandau,50409,Gatow/Kladow,Damage,93
2014,Spandau,50409,Gatow/Kladow,Graffiti,5
2014,Spandau,50409,Gatow/Kladow,Drugs,6
2014,Spandau,50409,Gatow/Kladow,Local,154
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Robbery,28
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Street_robbery,23
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Injury,45
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Agg_assault,15
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Threat,38
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Theft,317
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Car,18
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",From_car,116
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Bike,46
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Burglary,0
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Fire,2
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Arson,0
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Damage,35
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Graffiti,0
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Drugs,45
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",Local,165
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Robbery,43
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Street_robbery,18
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Injury,174
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Agg_assault,45
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Threat,77
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Theft,2302
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Car,39
2014,Steglitz-Zehlendorf,60101,Schloßstr.,From_car,173
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Bike,180
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Burglary,115
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Fire,8
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Arson,2
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Damage,247
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Graffiti,74
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Drugs,40
2014,Steglitz-Zehlendorf,60101,Schloßstr.,Local,488
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Robbery,43
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Street_robbery,25
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Injury,267
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Agg_assault,43
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Threat,136
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Theft,1449
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Car,85
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,From_car,348
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Bike,229
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Burglary,145
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Fire,16
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Arson,5
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Damage,417
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Graffiti,78
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Drugs,42
2014,Steglitz-Zehlendorf,60102,Albrechtstr.,Local,823
2014,Steglitz-Zehlendorf,60203,Lankwitz,Robbery,26
2014,Steglitz-Zehlendorf,60203,Lankwitz,Street_robbery,13
2014,Steglitz-Zehlendorf,60203,Lankwitz,Injury,277
2014,Steglitz-Zehlendorf,60203,Lankwitz,Agg_assault,63
2014,Steglitz-Zehlendorf,60203,Lankwitz,Threat,129
2014,Steglitz-Zehlendorf,60203,Lankwitz,Theft,1147
2014,Steglitz-Zehlendorf,60203,Lankwitz,Car,67
2014,Steglitz-Zehlendorf,60203,Lankwitz,From_car,290
2014,Steglitz-Zehlendorf,60203,Lankwitz,Bike,101
2014,Steglitz-Zehlendorf,60203,Lankwitz,Burglary,101
2014,Steglitz-Zehlendorf,60203,Lankwitz,Fire,37
2014,Steglitz-Zehlendorf,60203,Lankwitz,Arson,18
2014,Steglitz-Zehlendorf,60203,Lankwitz,Damage,271
2014,Steglitz-Zehlendorf,60203,Lankwitz,Graffiti,37
2014,Steglitz-Zehlendorf,60203,Lankwitz,Drugs,116
2014,Steglitz-Zehlendorf,60203,Lankwitz,Local,661
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Robbery,15
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Street_robbery,7
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Injury,199
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Agg_assault,38
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Threat,85
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Theft,1238
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Car,63
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,From_car,289
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Bike,222
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Burglary,130
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Fire,12
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Arson,5
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Damage,309
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Graffiti,33
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Drugs,46
2014,Steglitz-Zehlendorf,60204,Ostpreußendamm,Local,560
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Robbery,25
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Street_robbery,12
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Injury,150
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Agg_assault,29
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Threat,79
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Theft,1377
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Car,58
2014,Steglitz-Zehlendorf,60305,Teltower Damm,From_car,362
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Bike,311
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Burglary,146
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Fire,14
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Arson,4
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Damage,315
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Graffiti,64
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Drugs,42
2014,Steglitz-Zehlendorf,60305,Teltower Damm,Local,456
2014,Steglitz-Zehlendorf,60306,Drakestr.,Robbery,9
2014,Steglitz-Zehlendorf,60306,Drakestr.,Street_robbery,7
2014,Steglitz-Zehlendorf,60306,Drakestr.,Injury,200
2014,Steglitz-Zehlendorf,60306,Drakestr.,Agg_assault,29
2014,Steglitz-Zehlendorf,60306,Drakestr.,Threat,103
2014,Steglitz-Zehlendorf,60306,Drakestr.,Theft,1645
2014,Steglitz-Zehlendorf,60306,Drakestr.,Car,86
2014,Steglitz-Zehlendorf,60306,Drakestr.,From_car,363
2014,Steglitz-Zehlendorf,60306,Drakestr.,Bike,222
2014,Steglitz-Zehlendorf,60306,Drakestr.,Burglary,136
2014,Steglitz-Zehlendorf,60306,Drakestr.,Fire,11
2014,Steglitz-Zehlendorf,60306,Drakestr.,Arson,7
2014,Steglitz-Zehlendorf,60306,Drakestr.,Damage,278
2014,Steglitz-Zehlendorf,60306,Drakestr.,Graffiti,53
2014,Steglitz-Zehlendorf,60306,Drakestr.,Drugs,44
2014,Steglitz-Zehlendorf,60306,Drakestr.,Local,557
